Częstotliwość (Hz)	Poziom (dB)
4031,250000	-76,827225
4037,109375	-75,734161
4042,968750	-74,873398
4048,828125	-74,991608
4054,687500	-74,457085
4060,546875	-74,221436
4066,406250	-74,508606
4072,265625	-74,440071
4078,125000	-74,464790
4083,984375	-74,762520
4089,843750	-76,827003
4095,703125	-80,305847
4101,562500	-79,538361
4107,421875	-77,535576
4113,281250	-77,284569
4119,140625	-76,239738
4125,000000	-75,650887
4130,859375	-75,029068
4136,718750	-73,531990
4142,578125	-72,806908
4148,437500	-73,634918
4154,296875	-74,688797
4160,156250	-74,320908
4166,015625	-73,359543
4171,875000	-74,137909
4177,734375	-76,294540
4183,593750	-76,001152
4189,453125	-74,017365
4195,312500	-73,698120
4201,171875	-74,735619
4207,031250	-74,728439
4212,890625	-74,819107
4218,750000	-74,946808
4224,609375	-75,105057
4230,468750	-76,220474
4236,328125	-77,358566
4242,187500	-77,794891
4248,046875	-77,940239
4253,906250	-77,887314
4259,765625	-76,368729
4265,625000	-74,639526
4271,484375	-74,475647
4277,343750	-76,478577
4283,203125	-77,881493
4289,062500	-76,506622
4294,921875	-75,705742
4300,781250	-76,604332
4306,640625	-77,156319
4312,500000	-75,850136
4318,359375	-74,405617
4324,218750	-74,268990
4330,078125	-75,516701
4335,937500	-77,544708
4341,796875	-78,280472
4347,656250	-77,819572
4353,515625	-77,685143
4359,375000	-77,655975
4365,234375	-77,233803
4371,093750	-77,973656
4376,953125	-80,082954
4382,812500	-79,283539
4388,671875	-77,604156
4394,531250	-77,460953
4400,390625	-77,296173
4406,250000	-77,400108
4412,109375	-78,336830
4417,968750	-78,407646
4423,828125	-76,965286
4429,687500	-76,837715
4435,546875	-79,878632
4441,406250	-80,915138
4447,265625	-79,051720
4453,125000	-78,970642
4458,984375	-78,761330
4464,843750	-78,327827
4470,703125	-77,985306
4476,562500	-77,303673
4482,421875	-77,179962
4488,281250	-77,993401
4494,140625	-79,259193
4500,000000	-79,957077
4505,859375	-81,335060
4511,718750	-83,030746
4517,578125	-83,315643
4523,437500	-82,286453
4529,296875	-82,092781
4535,156250	-83,357147
4541,015625	-82,585236
4546,875000	-82,855797
4552,734375	-84,707024
4558,593750	-86,602798
4564,453125	-86,623245
4570,312500	-87,404816
4576,171875	-86,941353
4582,031250	-86,773796
4587,890625	-86,506569
4593,750000	-84,698639
4599,609375	-84,777023
4605,468750	-86,578262
4611,328125	-88,938301
4617,187500	-90,369034
4623,046875	-91,056183
4628,906250	-91,407692
4634,765625	-91,396034
4640,625000	-89,860695
4646,484375	-88,932167
4652,343750	-90,154709
4658,203125	-92,947487
4664,062500	-92,354141
4669,921875	-89,538902
4675,781250	-88,865677
4681,640625	-88,281799
4687,500000	-88,456329
4693,359375	-89,164108
4699,218750	-89,617653
4705,078125	-91,997047
4710,937500	-91,703827
4716,796875	-89,124336
4722,656250	-89,529015
4728,515625	-91,144135
4734,375000	-91,039627
4740,234375	-89,655975
4746,093750	-89,574387
4751,953125	-91,102966
4757,812500	-92,199486
4763,671875	-91,375748
4769,531250	-89,780380
4775,390625	-88,902725
4781,250000	-88,601799
4787,109375	-87,599815
4792,968750	-87,347313
4798,828125	-88,044937
4804,687500	-87,835739
4810,546875	-87,708626
4816,406250	-86,787498
4822,265625	-85,428513
4828,125000	-85,372925
4833,984375	-85,908363
4839,843750	-85,473846
4845,703125	-85,067924
4851,562500	-85,466606
4857,421875	-84,925606
4863,281250	-85,503578
4869,140625	-85,979462
4875,000000	-85,963501
4880,859375	-86,121086
4886,718750	-84,616806
4892,578125	-82,242378
4898,437500	-81,440567
4904,296875	-81,912262
4910,156250	-82,124985
4916,015625	-81,339058
4921,875000	-80,802971
4927,734375	-81,009407
4933,593750	-81,532898
4939,453125	-81,245064
4945,312500	-81,232079
4951,171875	-81,969688
4957,031250	-82,857353
4962,890625	-83,445450
4968,750000	-84,052254
4974,609375	-84,199066
4980,468750	-82,943687
4986,328125	-81,972595
4992,187500	-81,787323
4998,046875	-81,420616
5003,906250	-80,704193
5009,765625	-80,591843
5015,625000	-81,586502
5021,484375	-82,820259
5027,343750	-82,200714
5033,203125	-79,962494
5039,062500	-78,211571
5044,921875	-77,456917
5050,781250	-77,382996
5056,640625	-77,635422
5062,500000	-78,198372
5068,359375	-79,638245
5074,218750	-82,623215
5080,078125	-86,712036
5085,937500	-88,207092
5091,796875	-86,332779
5097,656250	-84,001823
5103,515625	-82,794945
5109,375000	-82,067657
5115,234375	-80,291252
5121,093750	-78,292404
5126,953125	-77,200699
5132,812500	-77,109169
5138,671875	-77,371025
5144,531250	-77,242294
5150,390625	-76,590668
5156,250000	-76,103302
5162,109375	-76,069946
5167,968750	-76,252930
5173,828125	-76,593704
5179,687500	-77,459274
5185,546875	-79,253227
5191,406250	-82,479568
5197,265625	-87,223854
5203,125000	-90,669281
5208,984375	-88,623253
5214,843750	-85,605179
5220,703125	-83,213432
5226,562500	-81,861900
5232,421875	-82,087440
5238,281250	-83,912201
5244,140625	-85,615517
5250,000000	-84,246582
5255,859375	-82,237938
5261,718750	-80,477921
5267,578125	-78,596069
5273,437500	-76,621078
5279,296875	-75,164169
5285,156250	-74,517387
5291,015625	-74,577782
5296,875000	-74,887581
5302,734375	-75,436600
5308,593750	-76,639656
5314,453125	-78,627510
5320,312500	-81,223663
5326,171875	-83,905380
5332,031250	-86,491646
5337,890625	-88,640717
5343,750000	-89,194908
5349,609375	-87,588875
5355,468750	-86,906685
5361,328125	-87,381157
5367,187500	-88,542366
5373,046875	-89,761459
5378,906250	-89,877663
5384,765625	-89,491867
5390,625000	-88,620506
5396,484375	-84,785133
5402,343750	-82,747810
5408,203125	-82,936996
